ID,Name,Dribbling,BallControl,Acceleration,Balance,Stamina,Strength,Vision,Release Clause
210313,T. Murg,73,77,84,83,83,64,66,8
214665,J. Ramírez,77,77,74,78,71,60,69,8
215433,F. Vicari,36,56,37,42,57,80,41,10
225673,K. Adams Nuhu,55,66,64,40,72,90,46,10
206218,P. Nardi,10,25,54,52,20,54,55,
208522,H. Magnússon,50,57,57,55,70,76,41,10
233866,O. Edouard,76,74,88,73,72,76,68,14
234378,D. Rice,66,68,60,56,72,73,67,13
230283,Evandro Rochedo,70,74,58,53,43,84,54,4
172939,K. Westwood,20,22,50,48,25,78,41,4
178571,Bracali,14,29,37,68,31,69,45,567K
213132,M. Sperduti,74,72,77,64,72,73,66,5
224396,Y. Gómez Andrade,35,46,42,31,72,91,20,6
215181,G. Peruzzi,68,69,79,70,78,66,53,6
229517,Toni Villa,76,77,73,81,64,46,74,14
214158,Y. Gordillo,57,69,69,73,92,64,61,7
152718,Ricardo,68,71,78,58,68,80,68,8
220302,B. Sanneh,52,63,67,69,76,86,43,8
230286,Michel Cruceiro,62,71,58,46,86,78,56,7
176526,L. Burián,13,33,40,69,43,67,20,2
182670,M. Tekdemir,67,73,66,74,77,68,59,6
199568,K. Lamprou,15,32,44,50,30,42,47,5
210320,I. Mbaye,68,70,68,65,77,66,50,9
216464,A. Browne,69,71,75,73,91,78,72,11
137361,G. Pazzini,65,72,65,80,58,67,58,4
212369,Eduardo,73,75,64,71,69,57,78,10
193169,C. Santos,67,72,64,59,69,69,65,6
234642,E. Mendy,13,11,25,23,17,67,35,7
236690,M. Ngadeu-Ngadjui,39,57,66,67,60,92,43,9
221331,L. Mazzitelli,71,76,66,68,67,64,75,
221587,J. Lolley,78,73,86,73,80,41,69,9
178323,A. Traoré,77,75,84,65,70,68,74,8
183187,V. Stocker,74,75,67,76,66,64,75,6
191123,D. Alar,71,71,76,71,78,71,69,6
216468,J. Añor,75,75,67,74,65,49,72,9
227732,A. Donis,79,78,89,77,74,63,50,12
183188,M. Gazzola,64,72,75,61,78,69,42,3
194196,F. Diagne,63,67,65,66,72,76,50,7
137109,S. Schaars,68,66,34,65,54,67,75,2
209301,M. Poundjé,73,72,77,74,77,65,57,8
214421,F. Hinestroza,77,74,84,78,69,64,69,6
211862,A. Hahn,64,66,69,61,88,81,69,7
244376,V. Shepelev,46,71,69,60,72,58,72,13
200857,M. Leitner,73,77,74,79,72,48,74,10
215449,R. Skov,74,74,81,73,77,70,71,9
164505,B. Guzan,14,28,38,47,30,63,51,3
237209,M. Mitrović,59,64,52,42,71,82,44,7
192665,A. Luthe,12,14,38,34,36,74,49,4
193177,A. Traoré,69,64,85,82,85,70,61,6
193945,N. Uysal,69,74,69,68,75,76,62,8
197786,G. Donati,65,70,68,69,77,75,51,6
198554,A. Ujah,71,71,69,67,66,77,52,8
188058,A. Kravets,64,66,62,45,75,79,59,8
193690,Z. Tomašević,64,66,47,53,78,84,63,6
236699,S. Lukić,77,81,69,73,69,73,73,9
199580,C. Goldson,64,65,71,51,72,83,54,10
229788,Rubén Alcaraz,62,67,57,55,75,72,72,10
165788,L. Ulloa,69,72,35,57,67,87,63,6
206238,Iván López,75,73,79,81,66,67,63,
224158,S. Amrabat,75,75,68,75,80,77,70,9
231838,M. Wöber,62,65,71,62,74,78,58,8
204447,F. Lucioni,42,58,65,55,64,75,43,5
240289,Calero,61,72,67,54,67,67,57,13
176545,C. Marrugo,72,73,67,68,66,67,78,
183969,J. Forlín,53,65,60,68,74,73,56,5
215202,L. Janson,77,76,77,82,69,44,73,
215970,B. Bolingoli,71,68,90,67,91,76,63,7
229282,Thiago Santana,67,70,67,63,68,77,54,11
193186,N. Etheridge,21,32,51,58,34,76,48,7
142499,Aitor Sanz,65,72,69,71,78,76,78,3
211107,Frederico Venâncio,46,63,67,55,54,77,49,10
232099,M. Grujić,69,74,57,52,73,75,67,
182435,M. Langerak,14,22,48,29,33,64,39,4
214949,H. Manzala,76,74,78,70,74,64,66,12
192165,Paulinho,76,75,79,89,64,66,67,4
213414,W. Troost-Ekong,37,50,65,59,67,85,41,8
201895,D. Fagundez,78,70,80,82,73,49,71,8
178600,U. Demirok,57,58,51,45,79,85,64,6
182440,R. Kruse,72,72,85,72,61,54,70,6
207785,T. Matlaba,72,72,85,86,75,48,67,6
228777,G. Banguera,11,14,40,45,30,61,22,7
200106,A. Özbiliz,76,76,79,79,59,57,67,
210602,S. Al Dawsari,78,72,85,75,83,68,72,7
222634,I. Success,77,79,73,56,62,77,61,12
222123,A. Long,58,65,74,61,78,80,49,7
183211,M. Škoda,65,69,56,54,66,84,65,7
234924,A. Diakhaby,77,67,87,64,59,57,64,11
185260,D. Kadah,70,74,63,65,74,79,76,6
190636,A. Ríos,55,68,66,59,79,77,69,5
236461,J. Mateta,71,67,74,46,73,85,58,14
188334,F. Cacciatore,61,61,72,75,77,78,48,5
200111,R. van Rhijn,65,70,78,66,74,67,53,6
214191,R. Pérez,56,62,55,66,65,90,33,5
162223,A. Baumjohann,78,78,69,79,51,60,75,4
167599,R. Elm,65,74,50,69,33,66,81,5
125871,H. Kaldırım,70,70,72,72,80,66,58,6
215985,F. Monetti,19,36,56,59,32,64,55,5
167601,K. Nababkin,59,63,74,67,78,72,50,6
181681,S. Williams,65,69,63,65,83,78,73,5
208306,M. Stępiński,71,70,73,71,53,59,59,11
185010,M. Pazdan,47,68,56,70,66,77,64,4
168883,T. Al Jassam,71,74,69,70,77,73,67,
179891,M. Heller,78,71,93,80,73,58,54,5
198836,V. Pajot,71,73,67,73,74,63,71,8
222644,Y. Asad,74,74,74,68,84,55,68,
142773,W. Montillo,78,75,68,86,41,43,78,3
220085,L. Waldschmidt,72,70,76,73,68,61,73,11
240309,Y. Makarenko,67,70,67,57,76,77,69,6
234678,J. Mæhle,75,70,84,68,84,73,62,9
204215,A. Reach,75,73,77,72,87,77,71,10
143799,Y. Ayhan,46,60,33,32,66,78,31,1
231095,N. Skubic,72,72,73,67,79,70,56,6
212408,Frédéric Mendy,65,64,67,66,80,85,67,8
24248,D. Pizarro,73,76,37,80,32,50,87,2
230328,Pierrino Faria,16,22,41,38,44,52,42,5
178616,Adrián González,72,80,63,66,72,66,69,5
213433,F. Tobio,40,50,62,38,72,83,27,7
158394,K. Reichel,67,67,68,58,80,76,59,4
230330,Nivo Serpinho,18,23,59,64,25,60,70,3
205243,M. Wagué,36,51,49,46,67,90,36,7
192955,M. Klich,70,75,65,72,76,69,72,8
198076,A. Abdennour,48,51,52,51,67,83,53,
202428,B. Wood,71,72,85,75,72,76,38,
201149,Álex Pérez,37,53,40,32,62,90,44,7
214206,G. Cano,68,70,69,69,64,68,68,5
214462,I. Arboleda,21,21,58,57,43,52,20,7
199103,A. Domínguez,19,20,26,40,29,69,56,4
203455,O. Kragl,76,73,77,57,79,79,60,7
210111,José Rodríguez,74,77,68,67,69,71,74,
214207,F. Pardo,73,74,83,74,66,80,66,9
232639,R. Doan,75,72,78,93,75,54,73,12
202944,O. Hiljemark,70,74,69,64,89,69,68,8
210881,J. McGinn,75,73,73,81,79,77,73,11
220609,V. Vada,72,75,61,77,68,69,74,12
186817,R. Halliche,46,56,50,58,51,78,45,6
194753,L. Marrone,72,75,48,62,76,73,69,
230850,G. Cimirot,72,75,73,78,77,66,70,8
190915,K. Wilczek,68,72,64,71,75,80,63,5
234949,João Amaral,74,74,85,80,77,47,71,6
181445,R. Bengtsson,52,58,50,56,51,79,55,3
206022,E. Johansson,55,64,47,46,74,83,55,4
210118,Hélder Lopes,66,70,72,71,79,68,63,7
225478,Serginho,72,73,68,65,74,73,73,8
198599,M. Linnes,72,73,86,80,82,60,63,8
207559,S. Tibbling,75,76,78,82,84,68,72,8
219591,S. Simič,54,58,43,51,59,79,38,10
212424,W. Trapp,67,74,58,71,78,59,69,7
243656,N. Radonjić,75,73,86,64,62,52,73,12
188616,M. Sau,77,76,87,94,74,52,74,7
190664,J. Schieber,64,69,52,51,52,81,50,7
191688,Botía,44,53,53,51,70,79,44,5
221641,W. Kanon,61,59,68,51,73,84,42,7
229321,Amilton,76,72,90,80,75,58,59,9
232905,J. Ito,76,67,85,70,87,66,71,7
204234,Edgar Badía,14,18,34,38,27,53,30,6
18122,N. Penneteau,14,29,26,41,26,63,53,405K
211147,V. Lazaro,81,81,87,77,73,66,75,8
189899,V. Wormgoor,47,67,34,45,71,87,53,4
215245,A. Hunou,74,74,74,74,74,65,69,11
226765,L. Gamba,72,78,88,89,68,54,78,5
227789,Kim Seung Joon,74,74,82,77,81,64,72,7
192205,R. Krhin,59,70,46,45,64,75,64,6
174542,J. Herrera,18,16,57,56,28,59,60,378K
200911,B. Stancu,71,74,71,63,76,73,76,7
224719,A. Tashaev,75,74,79,72,77,59,75,11
190671,M. Frantz,71,69,63,74,84,76,72,6
206544,R. Bezus,73,75,64,60,73,69,78,6
155344,Shin Hwa Yong,11,22,54,47,18,60,52,1
181456,R. Genevois,56,60,58,62,64,78,55,6
230353,Oswaldito Cuba,76,73,84,87,78,44,66,2
215250,C. Rigamonti,16,24,43,48,29,69,32,4
188370,Wallace,50,58,40,56,39,76,54,6
189650,J. Kovařík,69,71,65,69,69,65,76,8
236499,Douglas Luiz,70,73,65,74,71,62,72,
181459,V. Torosidis,68,70,63,66,61,75,50,3
198868,N. Isimat-Mirin,36,53,59,54,66,82,34,6
205524,Rúben Ferreira,72,75,74,63,85,60,65,7
216020,L. Gil,73,68,72,72,76,71,77,6
226773,P. Diop,76,74,76,64,74,70,74,15
228821,Z. Machach,77,76,75,68,74,70,71,
204246,M. Bettinelli,15,28,34,40,22,40,38,7
231638,A. Peñaranda,79,78,78,63,46,64,75,13
204247,K. Frei,77,75,90,92,63,44,64,10
208088,Sergi Samper,63,76,55,70,65,66,81,11
228312,R. Lod,72,75,71,64,67,67,68,8
183256,H. Saivet,75,76,72,73,65,64,76,
197081,A. Regattin,74,73,78,90,71,60,69,9
230361,Mauro Cildinho,74,73,81,84,78,46,60,2
210394,J. Ikoko,71,71,78,76,75,68,45,9
199387,P. Chavarría,72,73,68,71,79,73,70,8
183774,R. Bennett,24,43,36,34,63,77,25,6
190942,K. Hansen,52,70,70,72,78,74,65,4
196318,S. Gürler,75,73,84,80,63,51,70,9
7647,D. Dainelli,52,55,30,34,32,79,25,419K
208607,M. Mantovani,55,63,36,61,53,80,33,3
221919,A. Zeneli,83,77,87,80,73,55,60,8
231391,João Carvalho,76,77,73,86,61,43,73,13
183519,N. Barazite,79,76,68,58,57,66,72,8
199392,M. Aguirregaray,70,73,74,69,73,74,67,5
214497,A. Ricaurte,67,72,80,59,78,70,81,6
169697,D. Randolph,14,33,41,43,34,57,35,5
168930,Omar Ramos,77,73,78,78,66,55,73,6
190947,D. Jensen,14,22,48,57,37,79,51,6
225252,J. Duque,58,69,66,69,88,65,64,6
234468,E. Reynoso,79,74,73,79,71,56,78,9
218341,J. Elez,62,68,65,47,65,81,59,8
142822,J. Gutiérrez,73,75,66,55,76,78,71,3
177126,M. Leye,70,72,65,67,68,71,75,3
186598,K. Naughton,64,68,73,70,73,68,59,6
203239,Caio Secco,14,20,44,28,30,63,52,7
215015,B. Bianchi,57,61,55,55,67,79,45,5
236007,E. Barco,82,73,90,85,68,40,73,18
204776,T. Leistner,52,62,64,54,72,85,49,8
211176,R. Kishna,82,81,74,55,34,59,70,
213480,F. Bachirou,69,80,75,88,88,60,69,5
239593,K. Rezaei,65,68,67,58,73,73,69,8
181481,D. Vukovic,11,18,53,58,34,76,38,3
193001,R. Nouri,74,72,82,82,70,65,65,4
219626,J. Gómez,70,67,91,87,78,58,56,7
156650,Y. Gouffran,71,75,76,76,69,75,71,6
223978,Manu García,87,81,77,90,75,41,75,
189930,I. Köybaşı,73,74,78,77,80,62,62,6
192490,Juan Villar,71,70,87,68,75,66,69,6
226539,Y. Namli,78,79,78,62,76,55,76,8
237291,G. Blanco,63,60,69,45,64,82,49,8
176619,A. Ramos,68,69,73,68,72,73,65,
181483,M. Jedinák,55,69,47,63,67,84,67,3
186347,M. Rybus,75,70,78,79,77,60,69,7
158956,J. Barroso,43,65,68,69,77,80,59,2
199661,A. Cohen,63,72,68,87,87,66,61,5
200429,B. Raman,76,72,92,84,79,39,59,11
155885,A. McGeady,78,77,76,75,60,58,71,5
203502,B. Reid,74,74,84,86,83,60,71,11
204526,Hervías,77,73,79,74,84,38,63,11
143598,L. Pocrnjic,10,13,28,35,28,52,60,798K
188654,T. Heurtaux,50,61,65,60,53,76,38,6
201967,G. Wikheim,77,75,90,73,71,50,64,7
220655,Valdivia,78,75,81,74,72,45,70,
236527,S. Cáseres,65,75,67,68,77,71,68,13
189167,A. Gunnarsson,66,72,56,72,71,72,64,6
200433,L. Hinterseer,65,70,65,63,70,81,64,8
206577,S. Peeters,73,74,65,60,73,60,76,10
226289,U. Agbo,65,70,58,57,82,75,60,8
224242,D. Luckassen,65,69,75,70,78,82,62,
236786,M. Terrier,74,74,80,66,66,66,76,14
222707,Marcos Guilherme,76,74,82,86,69,42,72,11
226803,T. Parker,42,64,70,58,80,85,35,7
230899,A. Lookman,85,77,86,80,63,51,64,15
172019,P. Mouche,75,71,81,74,70,69,63,6
137460,A. Rosina,74,77,75,91,72,34,75,3
183540,B. Bannan,71,77,68,91,78,32,76,8
230389,Édundo Oliveira,45,51,55,57,61,82,54,7
200438,Guilherme,76,74,90,84,75,55,69,
212214,A. Solari,71,68,89,77,78,74,75,7
234742,H. Barnes,77,71,78,75,69,53,74,
244470,V. Coufal,52,69,76,68,85,68,53,9
186614,S. Di Carmine,72,72,74,61,70,91,49,
226807,C. Roldan,70,70,71,84,89,65,68,8
183287,F. Lemoine,65,69,55,74,82,66,68,5
184823,Djalma,75,72,84,76,70,77,66,7
231416,D. Lukebakio,78,74,79,70,66,67,64,
183288,Y. Benalouane,47,59,49,58,51,77,40,5
158969,L. Pisculichi,73,77,66,79,52,59,75,3
164857,Edinho,68,69,53,62,44,68,52,4
230393,Paolito Serra,37,72,33,41,46,87,24,7
189177,J. Fleck,74,73,77,84,83,71,74,9
235002,L. Rosić,45,50,45,43,52,86,33,9
226811,F. Soldano,67,73,72,66,78,72,71,9
190459,A. Hansen,21,24,34,43,36,77,62,5
217085,V. García,73,74,79,71,67,61,50,10
218621,F. Sánchez,72,71,93,72,87,65,60,5
188413,C. Carmona,66,73,69,82,85,68,64,4
204542,Y. Yotún,72,73,68,77,85,59,77,6
212478,G. Zardes,70,66,83,52,88,79,67,8
160766,J. Ménez,86,79,69,74,42,61,70,6
193535,S. Prediger,68,77,68,60,82,73,72,4
207616,A. Webster,65,70,67,66,67,75,39,7
142592,I. Damonte,70,72,66,69,74,77,69,2
230144,A. Dioussé,73,76,72,75,81,58,71,8
188930,Laure,63,71,71,89,70,58,56,2
210947,N. Karelis,70,70,75,87,60,74,62,9
146947,Vesga,64,74,49,41,75,79,74,
233219,V. Jovanović,62,67,52,50,70,75,56,8
240899,J. Filipović,32,59,67,47,64,77,23,5
199940,J. Cuevas,75,75,81,88,72,56,65,4
219652,Rober Ibáñez,72,74,76,89,60,52,70,9
236548,J. Zmrhal,69,74,79,60,76,69,68,9
206085,J. Murphy,78,70,77,75,66,59,71,10
209669,D. Siovas,62,69,40,48,81,87,49,5
220165,J. Pohjanpalo,66,68,73,65,61,70,52,8
231685,R. Pierre-Gabriel,71,70,79,72,76,68,55,9
176901,H. Droguett,72,69,75,78,72,62,72,2
200966,B. Corgnet,72,75,58,69,54,62,76,6
203782,A. Benali,78,76,83,88,77,61,74,6
204550,V. Ibarbo,74,73,90,46,79,86,69,4
210438,F. Boulaya,80,77,77,73,61,45,70,7
222982,A. Blin,64,66,59,67,79,71,68,
210695,H. Aleesami,72,71,81,61,89,76,68,4
224263,J. Kenny,63,60,73,71,71,63,55,8
241671,D. Livaković,12,18,21,30,18,51,60,8
184071,R. Koolwijk,66,72,31,36,70,76,72,3
190471,B. Parker,75,74,74,82,74,39,67,5
207624,K. Omeruo,53,60,67,56,74,82,34,
216072,G. Letizia,67,65,92,86,82,71,49,4
209673,D. Dessoleil,39,50,48,58,73,78,43,5
210697,C. Nørgaard,63,72,62,71,78,70,67,7
146953,Manu Del Moral,72,74,68,52,31,73,66,3
149258,A. Cordaz,18,20,25,29,16,54,34,1
220938,J. Correa,75,74,77,85,78,54,71,9
222986,M. Morishige,58,64,59,48,70,79,51,3
238858,Bruno Tabata,76,74,84,76,75,49,70,11
192778,I. Mboyo,75,75,68,59,67,81,70,4
197900,P. Kasami,73,75,62,53,81,79,74,6
213260,S. Montoya,73,71,76,76,62,38,72,5
222988,T. Aoyama,64,74,56,66,83,68,76,3
242444,João Félix,78,77,77,78,73,60,72,17
225293,H. Diallo,69,67,72,67,66,81,61,9
245261,Bruno Lamas,74,78,68,67,73,58,69,9
216334,P. Gerkens,66,72,55,72,86,59,72,7
217870,G. Di Lorenzo,68,69,69,65,72,73,44,6
177934,S. Sam,71,73,77,76,65,47,69,5
193550,B. Kayal,72,71,65,72,88,69,72,6
203279,Wellington Nem,73,75,80,86,70,59,65,8
23823,A. Johansson,57,69,33,57,57,76,67,531K
233231,Jon Bautista,70,72,61,69,56,52,52,10
183567,E. Mulder,14,30,35,38,36,69,41,5
203024,Isaías,70,71,47,86,77,68,80,3
208144,D. Bessa,75,77,75,81,61,49,77,
212240,K. Karaman,74,75,73,66,72,69,63,8
148496,A. Malarz,29,33,25,43,27,44,56,294K
215056,C. Carbonero,74,77,72,76,60,70,76,5
215568,Naranjo,75,74,77,57,52,70,66,8
163600,J. Ruddy,11,24,38,22,36,71,39,4
52752,T. Barnetta,69,70,57,73,51,60,77,3
203793,A. Jóhannsson,74,73,72,65,62,64,67,6
237841,M. Murillo,69,68,83,70,84,75,54,7
206098,Patric,60,70,67,57,69,66,62,6
234514,O. El Hajjam,73,72,73,67,74,71,61,6
52498,M. Lehmann,61,69,34,65,70,71,68,1
210964,F. Ceccherini,42,56,60,59,63,86,13,6
215060,N. Aguirre,74,74,73,63,77,77,69,5
223765,R. Bauer,70,72,69,65,74,76,58,
230421,Otávinho Vila,52,55,63,63,90,67,73,2
223510,A. Mendy,62,68,66,55,68,90,52,8
231447,D. Malen,77,74,91,76,68,73,65,8
226584,P. Aránguiz,75,76,69,74,82,46,76,8
230424,Sandelas Júnior,61,67,60,55,74,77,61,5
191256,O. Hawsawi,54,52,59,68,75,80,34,2
203801,F. Silva,57,72,43,67,78,77,69,3
207641,B. Carrasco,73,69,91,67,79,62,56,5
215321,J. Schunke,32,62,30,28,62,92,29,3
175897,S. Ujkani,12,23,51,50,21,59,31,4
198426,G. Castellani,75,74,67,72,69,80,72,4
137242,L. Jiménez,71,78,65,74,54,64,80,2
205594,Dener,72,74,68,67,86,67,70,8
211738,M. Flekken,12,34,28,38,28,61,35,5
224538,Pedro Nuno,74,76,69,79,68,48,70,10
232730,D. Kamada,77,75,80,73,69,59,69,
167706,N. Bendtner,69,70,68,48,65,84,73,4
221467,Lee Chang Min,63,66,67,73,84,62,76,5
225563,João Pedro,73,71,78,66,77,62,56,9
226075,M. Bakakis,71,69,82,64,77,59,54,7
182043,Zeng Cheng,13,25,30,44,41,37,64,4
186139,M. James,68,76,62,69,70,70,71,6
186651,G. Vural,74,76,82,77,82,50,51,6
199964,M. Pérez,69,66,77,65,71,75,67,5
204060,T. Chery,73,74,82,84,72,65,68,
168732,D. Milićević,70,72,67,80,55,46,75,4
109852,G. McAuley,27,60,27,33,33,76,52,765K
207645,M. Barrow,75,66,94,84,63,49,67,7
212253,A. Scholz,57,64,55,59,67,79,62,5
230429,Timo Triano,68,59,52,76,66,67,75,2
191005,A. Elmohamady,68,72,76,63,86,72,67,4
203038,Lucas Piazon,72,77,70,69,66,55,72,8
214302,C. Baeza,71,73,72,80,81,72,67,7
237086,Kim Min Jae,34,47,71,65,68,84,56,6
184606,Fábio Pacheco,60,65,66,71,74,68,57,5
200223,A. Maher,72,78,70,81,69,44,73,6
205343,J. Akpa Akpro,71,71,77,71,84,57,68,6
208159,M. Frey,64,72,64,49,80,93,62,9
219167,S. Vittor,66,67,58,37,73,86,51,
209440,Romarinho,78,74,86,84,74,53,65,6
237600,B. Srarfi,79,75,79,68,59,55,70,10
239904,D. Khocholava,56,54,64,41,67,86,36,7
159265,C. Puggioni,20,20,44,42,34,66,36,336K
181281,T. Necid,64,67,65,54,67,80,68,5
193569,T. Lees,59,63,59,68,65,80,56,6
214562,L. Castro,65,65,70,62,67,75,67,7
228386,P. Cissé,38,44,64,38,70,86,30,11
230434,Pimentiscinho,63,71,67,72,67,61,66,4
192546,E. Stevens,65,69,71,66,80,66,57,5
193314,Aitor,22,14,58,48,42,48,45,6
206115,I. Hayden,65,72,55,60,70,73,65,8
228644,R. Strieder,61,70,60,73,85,60,67,5
188196,R. Noir,72,68,83,78,78,71,69,
201509,Juankar,69,75,73,69,72,63,55,4
212261,Brandon Thomas,77,70,77,89,81,60,67,
232229,J. Bijlow,11,21,44,30,30,71,57,6
220710,H. Wilson,73,73,82,84,67,47,72,
226086,A. González,76,70,84,75,73,61,67,6
211239,C. Jean,73,71,85,84,67,51,62,9
232999,T. Adams,69,70,80,86,86,68,66,8
201000,O. Zahustel,67,68,82,59,83,66,53,7
161832,Casadesús,74,71,51,76,71,88,79,3
201257,T. Moulin,65,70,68,82,90,70,76,6
204841,D. Riascos,71,70,78,70,75,77,58,5
210985,B. Osborn,70,72,82,87,91,53,73,9
230441,Vieiraldo Junior,67,70,67,62,78,78,54,5
220714,P. Billing,68,72,55,55,62,75,67,10
220715,E. Ponce,74,69,77,76,78,69,56,11
236075,Enzo Merques,74,75,71,65,74,75,65,2
234028,Rômulo Calsede,66,69,74,59,76,75,61,6
236076,Marlion Simões,72,66,85,69,79,67,63,5
202541,Jota,72,78,70,69,62,61,74,6
219181,Pedro Tiba,72,75,66,68,77,73,73,4
199726,M. Torsiglieri,45,51,33,33,59,94,54,
137774,D. Maietta,43,48,30,52,50,77,20,1
223278,E. Özgenç,74,68,62,71,72,69,65,2
227886,D. Buitrago,74,70,76,70,56,66,75,5
232238,C. Peralta,67,68,77,68,59,68,57,4
121134,A. Walke,19,14,38,42,38,70,46,1
209711,R. Thelander,37,53,57,45,65,85,45,4
222511,E. Unsain,21,25,48,53,35,63,42,6
228144,Jorge Pombo,75,73,68,80,76,89,71,8
230448,Porphirinho,72,67,71,66,77,67,71,4
192816,L. Cabrera,52,62,61,53,76,82,45,7
204337,G. Núñez,73,69,75,54,74,81,70,4
223537,E. Berggreen,67,73,52,51,55,90,61,8
190769,E. Lamanna,18,24,29,38,26,52,31,4
201266,K. Kusk,71,72,75,70,74,57,69,4
186674,R. Espinoza,71,69,67,75,88,77,70,4
202547,J. Bahebeck,75,72,75,64,65,64,68,6
152883,C. Marshall,54,58,33,40,69,90,53,2
222515,Z. Ferhat,73,72,83,68,67,71,72,7
196916,M. Pack,68,73,51,59,85,77,72,7
198196,P. Lasogga,60,66,45,39,58,88,56,7
225844,D. Verde,77,78,88,93,68,33,68,
230452,Alessinito,62,61,75,55,67,81,67,2
209973,J. Nsame,69,72,73,40,62,81,49,7
213813,A. Fransson,69,72,74,75,77,66,71,5
176693,J. Babin,32,52,31,59,86,88,57,3
225591,L. Suárez,77,76,72,91,38,32,73,
170039,R. Shotton,63,66,61,48,80,81,61,5
218936,Rafa Soares,72,69,78,71,71,61,65,9
226616,J. Galván,56,55,63,61,84,79,50,5
193336,V. Belec,13,21,53,31,20,59,23,5
211513,T. Lawrence,76,73,76,74,73,58,72,9
221753,M. Sobottka,63,67,66,66,86,75,59,7
224057,A. Farías,60,66,55,61,79,73,60,3
233529,F. Gaibor,66,77,67,72,75,65,68,5
241721,Rafael Leão,73,71,87,50,70,77,66,17
180281,Fernandinho,77,73,87,88,57,51,63,5
51257,P. Crouch,62,77,31,28,43,70,72,2
227642,S. Adegbenro,76,73,90,92,75,71,66,7
202811,E. Martínez,13,26,59,49,14,70,50,6
206651,Roberto Torres,71,73,70,73,82,71,77,5
240699,N. De la Cruz,72,71,81,71,69,37,74,7
190779,Rúben Micael,74,77,66,74,50,60,78,6
191547,S. Koroki,67,77,75,75,69,66,76,4
139836,C. Medjani,59,59,56,64,77,75,55,3
211260,M. Makola,72,74,72,81,62,55,68,5
216380,D. Sinkgraven,78,79,79,67,70,52,77,5
226108,F. Romagna,51,62,65,59,56,68,36,14
186684,Kiko Olivas,49,65,36,40,88,90,49,5
203581,I. Balliu,73,74,76,75,81,62,64,6
210237,T. Pledl,72,73,79,84,73,51,70,7
230461,Leordinho Paes,73,76,68,67,64,59,75,6
231485,A. Tuanzebe,69,70,78,64,72,75,55,
186941,R. Wolf,14,20,34,31,27,75,35,4
205630,L. Abecasis,74,68,90,73,80,64,71,4
240190,P. Kunde Malong,69,74,78,72,78,84,65,8
202559,Y. Orozco,76,74,79,93,53,30,72,5
232255,A. Bouzat,77,75,83,71,85,63,65,7
237631,L. Mothiba,68,74,72,68,69,74,64,11
211265,A. Rojas,69,75,62,69,72,71,72,4
213313,R. Walter,71,73,66,75,76,62,76,9
169281,S. Gakpé,73,73,87,82,68,61,65,4
199490,Joselu,64,66,78,67,87,76,48,6
138306,Angulo,69,69,77,71,71,71,61,2
226626,Ricardo Valente,75,73,74,65,68,69,69,7
236610,M. Kean,73,74,75,69,69,73,51,15
207683,S. Dioudis,13,24,40,59,33,60,34,6
149571,S. Pellissier,68,79,34,77,43,53,69,2
202052,B. Afobe,65,70,76,65,64,78,64,8
201285,C. Gytkjær,67,70,72,67,63,79,61,4
213317,Kim Jin Su,68,69,79,76,65,64,57,4
213829,A. Cerri,68,73,54,66,68,94,57,
203590,F. Hübner,32,54,54,48,59,79,37,5
209990,R. Strebinger,12,20,33,34,30,73,12,5
223046,A. Çalık,58,62,65,74,76,72,48,7
165190,J. Ledley,59,74,60,72,75,77,63,4
234822,A. Mobara,68,69,80,66,71,51,60,8
155463,V. Găman,51,63,60,63,68,71,54,4
182343,Hao Junmin,70,69,74,75,82,60,75,6
206152,L. Aued,72,73,54,56,77,80,71,4
149064,C. Molinaro,69,64,66,68,65,72,54,2
214601,S. Medina,65,69,74,65,77,80,66,5
224841,K. Diks,66,73,75,66,76,69,31,7
167753,A. Büyük,76,76,75,84,73,48,65,6
198474,Guitián,58,63,64,63,73,77,58,5
200778,C. Christie,73,69,76,56,78,75,62,6
201290,R. Žulj,76,77,53,61,65,77,72,
223818,João Afonso,50,58,54,48,72,87,32,5
213323,S. Decarli,49,62,65,55,65,78,43,5
155979,R. McCormack,70,74,66,82,50,78,71,
232523,B. Trawally,74,72,74,66,68,52,55,10
178251,R. Danzé,69,72,64,67,65,72,66,4
226380,Hwang Hee Chan,72,74,92,78,72,70,64,
215373,S. Coopman,72,75,57,68,75,40,75,7
219469,S. Perica,66,68,68,44,64,76,50,
223053,A. Mena,72,73,82,86,79,42,69,5
211022,Rubén García,76,74,88,84,66,51,70,7
230478,Jairinhazo,76,77,78,91,64,38,75,6
234574,Diogo Dalot,73,74,73,63,79,71,54,10
190542,Pedro Sánchez,73,72,79,74,79,67,67,4
198479,P. Arajuuri,39,47,38,36,71,92,32,3
199247,Álex Fernández,70,73,59,68,75,61,72,6
230479,Jessé Ledeiro,71,73,67,81,78,47,75,6
189263,T. Torun,73,72,75,76,69,62,70,
219216,J. Windass,69,70,89,78,72,70,69,9
224336,T. Romanczuk,61,60,69,62,81,69,66,5
234832,K. Pedersen,66,65,66,48,78,81,52,7
201041,L. Carole,75,71,76,64,67,73,63,6
208977,F. Al Muwallad,71,68,93,70,84,61,65,7
204370,S. van de Streek,67,74,69,70,77,62,69,6
210258,Renato Santos,74,75,77,70,65,62,68,5
153938,Àngel Rangel,71,74,53,55,63,74,71,1
234578,L. Reyes,69,66,79,77,82,62,67,5
